Name;FECHA;INVESTIGACION;PREDIO;ESTADO;BARRIO;ESTRATO;AREA_PRIVADA;AREA_LOTE;VALORCOMERCIAL;VALORM2;LONGITUD;LATITUD;ANIO;MES;DIA
180225;16-11-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;BARRIO DE JESUS;3;44;15;125000000;2840909;-75,53509508;6,22865123;2021;11;16
180226;16-11-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;BARRIO DE JESUS;3;42;15;132000000;3142857;-75,53509508;6,22865123;2021;11;16
180232;16-11-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;LA CASTELLANA;5;82;31;495000000;6036585;-75,60571161;6,24138072;2021;11;16
180234;16-11-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;ALEJANDRO ECHAVARRIA;3;80;150;180000000;2250000;-75,54656613;6,23835206;2021;11;16
180237;16-11-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;ALEJANDRO ECHAVARRIA;3;80;150;210000000;2625000;-75,54656613;6,23835206;2021;11;16
180238;16-11-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;ALEJANDRO ECHAVARRIA;3;71;134;170000000;2394366;-75,54656613;6,23835206;2021;11;16
180255;16-11-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;LOS CONQUISTADORES;6;93;19;420000000;4516129;-75,57867841;6,24056273;2021;11;16
180264;16-11-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;MIRAFLORES;4;80;30;235000000;2937500;-75,55045833;6,23851398;2021;11;16
180294;17-11-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;VILLA HERMOSA;3;143;57;350000000;2447552;-75,55362338;6,25832572;2021;11;17
180295;17-11-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;VILLA HERMOSA;3;93;42;230000000;2473118;-75,55362338;6,25832572;2021;11;17
180300;17-11-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;MIRAVALLE;4;124;48;360000000;2903226;-75,60005839;6,23478921;2021;11;17
180308;17-11-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;MIRAVALLE;5;113;265;682000000;6035398;-75,60037544;6,23697964;2021;11;17
180326;17-11-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;EL NOGAL - LOS ALMENDROS;5;128;21;560000000;4375000;-75,59883514;6,23680289;2021;11;17
180327;17-11-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;EL NOGAL - LOS ALMENDROS;5;128;21;650000000;5078125;-75,59883514;6,23680289;2021;11;17
180334;18-11-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;ROSALES;5;86;222;425000000;4941860;-75,59503678;6,236337;2021;11;18
180335;18-11-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;ROSALES;5;110;252;495000000;4500000;-75,59232079;6,23786828;2021;11;18
180336;18-11-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;BELEN;4;75;22;430000000;5733333;-75,5944141;6,2352654;2021;11;18
180350;18-11-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;BELEN;4;92;17;305000000;3315217;-75,59513437;6,23361573;2021;11;18
180352;18-11-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;EL NOGAL - LOS ALMENDROS;5;75;22;430000000;5733333;-75,59710154;6,23853731;2021;11;18
180355;18-11-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;EL NOGAL - LOS ALMENDROS;5;103;27;550000000;5339806;-75,59768458;6,23814834;2021;11;18
180382;19-11-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;EL NOGAL - LOS ALMENDROS;5;93;238;530000000;5698925;-75,59927608;6,23809206;2021;11;19
180386;19-11-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;EL NOGAL - LOS ALMENDROS;6;91;23;560000000;6153846;-75,59720432;6,23796221;2021;11;19
180387;19-11-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;EL NOGAL - LOS ALMENDROS;6;91;24;530000000;5824176;-75,59720432;6,23796221;2021;11;19
180397;19-11-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;LAS ACACIAS;5;100;197;500000000;5000000;-75,59996942;6,2419669;2021;11;19
180398;19-11-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;LAURELES;5;132;26;700000000;5303030;-75,59877279;6,24322497;2021;11;19
180405;19-11-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;BUENOS AIRES;3;55;0;247500000;4500000;-75,55981822;6,24228175;2021;11;19
180406;19-11-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;BUENOS AIRES;3;60;0;270000000;4500000;-75,55981822;6,24228175;2021;11;19
180412;19-11-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;FERRINI;5;100;338;610000000;6100000;-75,59755221;6,2685497;2021;11;19
180427;19-11-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;CALASANZ;6;100;26;500000000;5000000;-75,59958838;6,26076218;2021;11;19
180448;22-11-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;CALASANZ;6;122;38;430000000;3524590;-75,5991763;6,26138193;2021;11;22
180461;22-11-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;FATIMA;4;62;23;250000000;4032258;-75,58465588;6,23494112;2021;11;22
180505;24-11-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;BELEN;5;85;25;329000000;3870588;-75,59387391;6,23324033;2021;11;24
180550;24-11-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;LA MILAGROSA;3;51;682;217000000;4254902;-75,55372832;6,23453424;2021;11;24
180551;24-11-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;LA MILAGROSA;3;51;682;219000000;4294118;-75,55372832;6,23453424;2021;11;24
180830;03-12-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;LA MILAGROSA;3;51;0;217000000;4254902;-75,55385867;6,23469171;2021;12;3
180833;03-12-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;JESUS NAZARENO;3;93;41;210000000;2258065;-75,56879799;6,26029575;2021;12;3
180834;03-12-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;JESUS NAZARENO;3;81;36;180000000;2222222;-75,56879799;6,26029575;2021;12;3
180878;07-12-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;BOMBONA # 1;4;42;0;205432000;4891238;-75,55972604;6,24380445;2021;12;7
180879;07-12-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;BOMBONA # 1;3;34;0;153000000;4500000;-75,55993718;6,24359533;2021;12;7
180880;07-12-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;BOMBONA # 1;3;51;0;195900000;3841176;-75,55993718;6,24359533;2021;12;7
180881;07-12-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;BOSTON;4;64;0;273000000;4265625;-75,55659173;6,24870202;2021;12;7
181018;13-12-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;ROSALES;5;84;226;495000000;5892857;-75,58919137;6,23807049;2021;12;13
181034;14-12-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;VDA LAS PALMAS;3;42;138633;261710000;6231190;-75,55247972;6,22578379;2021;12;14
181046;14-12-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;VDA PIEDRAS BLANCAS;1;92;0;270000000;2934783;-75,5344181;6,26272337;2021;12;14
181049;14-12-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;VDA LAS PALMAS;3;60;138633;345475000;5757917;-75,55247972;6,22578379;2021;12;14
181050;14-12-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;VDA LAS PALMAS;3;66;138633;40625000;615530;-75,55247972;6,22578379;2021;12;14
181060;14-12-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;LAS ACACIAS;5;202;0;950000000;4702970;-75,59917357;6,2422886;2021;12;14
181064;14-12-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;LAS ACACIAS;5;77;0;472000000;6129870;-75,59917357;6,2422886;2021;12;14
181066;14-12-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;ALTOS DEL POBLADO;6;55;654;399700000;7267273;-75,55247765;6,21554745;2021;12;14
181067;14-12-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;ALTOS DEL POBLADO;6;66;654;502000000;7606061;-75,55247765;6,21554745;2021;12;14
181069;14-12-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;ALTOS DEL POBLADO;6;71;654;542000000;7633803;-75,55247765;6,21554745;2021;12;14
181070;14-12-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;ALTOS DEL POBLADO;6;83;654;617000000;7433735;-75,55247765;6,21554745;2021;12;14
181078;14-12-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;LOS CONQUISTADORES;6;85;0;440000000;5176471;-75,58586199;6,24202748;2021;12;14
181091;14-12-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;LAURELES;5;37;288;289800000;7832432;-75,59656045;6,23994247;2021;12;14
181127;15-12-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;SAN LUCAS;6;49;12679;496000000;10122449;-75,56289159;6,18354361;2021;12;15
181246;16-12-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;VILLA CARLOTA;4;85;43513;643117000;7566082;-75,57439019;6,21918294;2021;12;16
181256;16-12-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;VILLA CARLOTA;4;97;43513;707931650;7298264;-75,57439019;6,21918294;2021;12;16
181272;16-12-2021;VENTA           ;APARTAMENTO         ;NUEVO     ;ASOMADERA # 2;6;84;9916;760000000;9047619;-75,55948682;6,21786882;2021;12;16
170972;26-01-2021;VENTA           ;APARTAMENTO         ;USADO     ;BOSTON;4;155;37;400000000;2580645;-75,56199053;6,24787191;2021;1;26
170980;26-01-2021;VENTA           ;APARTAMENTO         ;USADO     ;SANTA LUCIA;3;34;5;160000000;4705882;-75,60311963;6,25948528;2021;1;26
170982;26-01-2021;VENTA           ;APARTAMENTO         ;USADO     ;SANTA LUCIA;3;39;5;165000000;4230769;-75,60311963;6,25948528;2021;1;26
170984;26-01-2021;VENTA           ;APARTAMENTO         ;USADO     ;SANTA LUCIA;3;45;6;180000000;4000000;-75,60311963;6,25948528;2021;1;26
170990;26-01-2021;VENTA           ;APARTAMENTO         ;USADO     ;BOSTON;4;162;17;390000000;2407407;-75,56230039;6,24800214;2021;1;26
170991;26-01-2021;VENTA           ;APARTAMENTO         ;USADO     ;LA CANDELARIA;4;240;36;370000000;1541667;-75,56321037;6,24898271;2021;1;26
171020;28-01-2021;VENTA           ;APARTAMENTO         ;USADO     ;LA CANDELARIA;4;189;18;370000000;1957672;-75,56266391;6,24873259;2021;1;28
171021;28-01-2021;VENTA           ;APARTAMENTO         ;USADO     ;LA CANDELARIA;4;133;24;280000000;2105263;-75,5630552;6,24801723;2021;1;28
171023;28-01-2021;VENTA           ;APARTAMENTO         ;USADO     ;LA CANDELARIA;4;157;28;350000000;2229299;-75,5630552;6,24801723;2021;1;28
171035;02-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;PALENQUE;3;60;36;160000000;2666667;-75,59615496;6,28236162;2021;2;2
171074;03-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;NARANJAL;5;205;81;480000000;2341463;-75,58637104;6,25152725;2021;2;3
171082;04-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;AURES # 2;2;45;128;70000000;1555556;-75,59517997;6,29315336;2021;2;4
171086;04-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;EL DIAMANTE;3;58;7;190000000;3275862;-75,58488996;6,28404621;2021;2;4
171089;04-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;EL DIAMANTE;2;114;49;200000000;1754386;-75,58600923;6,28331602;2021;2;4
171090;04-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;EL DIAMANTE;2;110;33;270000000;2454545;-75,58614938;6,28304956;2021;2;4
171097;04-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;EL DIAMANTE;2;133;63;280000000;2105263;-75,58749714;6,2847504;2021;2;4
171100;04-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;EL DIAMANTE;2;112;46;170000000;1517857;-75,58808486;6,28529621;2021;2;4
171121;05-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;LA COLINA;3;90;33;230000000;2555556;-75,59559727;6,1985742;2021;2;5
171130;05-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;ROBLEDO;3;54;24;210000000;3888889;-75,5946609;6,27376897;2021;2;5
171135;08-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;PALENQUE;3;78;91;195000000;2500000;-75,59670286;6,2817708;2021;2;8
171136;08-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;PALENQUE;3;63;91;160000000;2539683;-75,59670286;6,2817708;2021;2;8
171137;08-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;PALENQUE;3;69;91;172000000;2492754;-75,59670286;6,2817708;2021;2;8
171155;08-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;POPULAR;2;46;32;43784692;951841;-75,54840256;6,30248091;2021;2;8
171163;08-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;POPULAR;1;111;114;111539381;1004859;-75,5425815;6,30232875;2021;2;8
171165;08-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;SAN PABLO;2;52;59;60382849;1161209;-75,54604489;6,28554675;2021;2;8
171169;09-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;PALENQUE;3;78;91;197000000;2525641;-75,59670286;6,2817708;2021;2;9
171170;09-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;PALENQUE;3;84;91;205000000;2440476;-75,59670286;6,2817708;2021;2;9
171171;09-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;EL DIAMANTE;2;62;38;126000000;2032258;-75,58820745;6,28566728;2021;2;9
171173;09-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;EL DIAMANTE;2;103;63;220000000;2135922;-75,58770966;6,28518359;2021;2;9
171175;09-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;AURES # 1;2;212;57;360000000;1698113;-75,59321806;6,28614882;2021;2;9
171176;09-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;BELLO HORIZONTE;2;121;47;230000000;1900826;-75,58953611;6,28174589;2021;2;9
171177;09-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;BELLO HORIZONTE;2;124;47;220000000;1774194;-75,58953611;6,28174589;2021;2;9
171180;09-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;MONTECLARO;3;41;5;110000000;2682927;-75,59887784;6,28740189;2021;2;9
171181;09-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;AURES # 1;3;58;34;180000000;3103448;-75,59461056;6,28237356;2021;2;9
171195;09-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;SAN PABLO;1;53;134;56874185;1073098;-75,54454197;6,28910318;2021;2;9
171221;10-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;LOS PINOS;4;85;27;225000000;2647059;-75,59895594;6,25032037;2021;2;10
171237;10-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;ZONA EXPANSION PAJARITO;2;57;30;115000000;2017544;-75,60867058;6,28713299;2021;2;10
171266;11-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;ZONA EXPANSION PAJARITO;3;45;11;130000000;2888889;-75,606626;6,28357226;2021;2;11
171273;12-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;ZONA EXPANSION PAJARITO;3;60;5;120000000;2000000;-75,61368129;6,28194264;2021;2;12
171274;12-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;ZONA EXPANSION PAJARITO;3;54;5;115000000;2129630;-75,61391918;6,28213563;2021;2;12
171275;12-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;ZONA EXPANSION PAJARITO;3;54;5;72000000;1333333;-75,61474576;6,28194255;2021;2;12
171276;12-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;ZONA EXPANSION PAJARITO;3;47;10;70000000;1489362;-75,62125808;6,28288504;2021;2;12
171279;12-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;ZONA EXPANSION PAJARITO;3;43;7;106000000;2465116;-75,6127691;6,27961842;2021;2;12
171283;12-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;ZONA EXPANSION PAJARITO;1;49;8;90000000;1836735;-75,61668745;6,28009627;2021;2;12
171284;12-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;ZONA EXPANSION PAJARITO;3;48;28;110000000;2291667;-75,62212465;6,27804177;2021;2;12
171296;12-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;ZONA EXPANSION PAJARITO;2;47;6;80000000;1702128;-75,62169495;6,28002805;2021;2;12
171297;12-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;ZONA EXPANSION PAJARITO;2;47;6;90000000;1914894;-75,62169495;6,28002805;2021;2;12
171348;15-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;SURAMERICANA;4;128;46;270000000;2109375;-75,58229495;6,25560527;2021;2;15
171353;15-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;ZONA EXPANSION PAJARITO;2;47;6;115000000;2446809;-75,62169495;6,28002805;2021;2;15
171367;17-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;ANDALUCIA;2;80;61;103328732;1291609;-75,55221759;6,29670239;2021;2;17
171369;17-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;ANDALUCIA;2;35;41;43442716;1241220;-75,55186095;6,29716572;2021;2;17
171381;17-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;SAN GERMAN;4;65;86;240000000;3692308;-75,5881283;6,27023053;2021;2;17
171387;17-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;ANDALUCIA;2;64;61;81904538;1279758;-75,55304928;6,30019713;2021;2;17
171392;17-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;ANDALUCIA;2;31;16;35185488;1135016;-75,55496033;6,29924357;2021;2;17
171400;17-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;ANDALUCIA;2;88;65;99607062;1131898;-75,55484047;6,2973831;2021;2;17
171405;17-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;ANDALUCIA;1;72;67;83148606;1154842;-75,55631672;6,2971515;2021;2;17
171412;17-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;MOSCU # 1;2;29;109;35133564;1211502;-75,55421772;6,29148448;2021;2;17
171424;17-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;MOSCU # 1;2;107;76;130058567;1215501;-75,55298166;6,29187187;2021;2;17
171425;17-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;MOSCU # 1;2;81;60;92971405;1147795;-75,55259413;6,29187048;2021;2;17
171426;17-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;LA PILARICA;4;66;24;250000000;3787879;-75,58837185;6,27799528;2021;2;17
171430;17-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;MOSCU # 1;2;74;46;84936839;1147795;-75,55208763;6,29226766;2021;2;17
171435;17-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;LA PILARICA;4;58;21;235000000;4051724;-75,58837185;6,27799528;2021;2;17
171437;17-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;LA PILARICA;4;66;24;245000000;3712121;-75,58837185;6,27799528;2021;2;17
171443;18-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;LA ROSA;2;42;27;49835432;1186558;-75,55947268;6,28964074;2021;2;18
171448;18-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;LA ROSA;2;60;26;53360916;889349;-75,56062086;6,29182126;2021;2;18
171472;18-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;EL DANUBIO;4;179;119;330000000;1843575;-75,61039734;6,25215792;2021;2;18
171473;18-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;EL DANUBIO;4;229;89;430000000;1877729;-75,61039734;6,25215792;2021;2;18
171489;19-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;LA PRADERA;4;65;123;185000000;2846154;-75,61463264;6,26022174;2021;2;19
171493;19-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;SANTA MONICA;4;156;147;380000000;2435897;-75,61557094;6,24746456;2021;2;19
171505;19-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;CAMPO ALEGRE;4;93;52;220000000;2365591;-75,61180971;6,25219634;2021;2;19
171509;19-02-2021;VENTA           ;APARTAMENTO         ;USADO     ;SIMON BOLIVAR;5;136;378;335000000;2463235;-75,60726142;6,24638366;2021;2;19
171829;12-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;BERLIN;3;45;6;125000000;2777778;-75,55292585;6,2857914;2021;4;12
171835;12-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;BARRIO COLON;3;46;12;130000000;2826087;-75,56897268;6,24136438;2021;4;12
171839;12-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;CABECERA SAN ANTONIO DE PRADO;2;30;7136;90000000;3000000;-75,64760672;6,17859149;2021;4;12
171843;13-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;SAN MIGUEL;4;110;319;300000000;2727273;-75,55907942;6,25554332;2021;4;13
171844;13-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;EL ESTADIO;5;157;50;480000000;3057325;-75,59099996;6,26037561;2021;4;13
171845;13-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;EL ESTADIO;5;150;61;470000000;3133333;-75,59319252;6,26041688;2021;4;13
171847;13-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;EL ESTADIO;5;175;75;550000000;3142857;-75,5918795;6,25895834;2021;4;13
171850;13-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;EL ESTADIO;5;38;10;220000000;5789474;-75,591508;6,25943208;2021;4;13
171851;13-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;EL ESTADIO;5;91;30;310000000;3406593;-75,5930015;6,25834105;2021;4;13
171859;13-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;EL ESTADIO;5;87;22;380000000;4367816;-75,59120649;6,25926559;2021;4;13
171863;13-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;EL ESTADIO;5;63;15;320000000;5079365;-75,59544793;6,26020707;2021;4;13
171864;13-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;LORETO;3;37;3;119000000;3216216;-75,55792468;6,23034904;2021;4;13
171865;13-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;EL ESTADIO;5;229;151;550000000;2401747;-75,59602145;6,26011269;2021;4;13
171869;13-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;EL ESTADIO;5;132;118;420000000;3181818;-75,59584835;6,26121968;2021;4;13
171870;13-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;LOS ANGELES;4;60;10;170000000;2833333;-75,55980207;6,25192324;2021;4;13
171871;13-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;CARLOS E. RESTREPO;4;124;111;350000000;2822581;-75,57743644;6,25716531;2021;4;13
171874;13-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;CABECERA SAN ANTONIO DE PRADO;3;61;65;152000000;2491803;-75,64336372;6,18731918;2021;4;13
171876;13-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;SANTA FE;4;339;192;720000000;2123894;-75,58413017;6,22245396;2021;4;13
171880;13-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;BOMBONA # 1;4;59;7;168000000;2847458;-75,56063018;6,24402416;2021;4;13
171884;13-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;LA CANDELARIA;4;202;22;400000000;1980198;-75,56555753;6,25187106;2021;4;13
171885;14-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;CALASANZ PARTE ALTA;3;50;45;200000000;4000000;-75,60526825;6,26867702;2021;4;14
171886;14-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;BOSTON;4;54;7;200000000;3703704;-75,56071402;6,2502676;2021;4;14
171888;14-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;BOSTON;4;56;9;190000000;3392857;-75,5601897;6,25078882;2021;4;14
171906;15-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;LAS LOMAS # 1;5;51;65;305000000;5980392;-75,5606226;6,20964907;2021;4;15
171907;15-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;LAS LOMAS # 1;6;50;17;480000000;9600000;-75,56087993;6,21305018;2021;4;15
171908;15-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;LAS LOMAS # 1;6;50;18;330000000;6600000;-75,56334294;6,21276114;2021;4;15
171910;15-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;ASOMADERA # 1;4;56;52;205000000;3660714;-75,56322369;6,22770343;2021;4;15
171913;17-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;SANTANDER;2;64;32;150000000;2343750;-75,57305948;6,3099995;2021;4;17
171914;17-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;SANTANDER;2;140;55;170000000;1214286;-75,57313992;6,30944875;2021;4;17
171916;17-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;PEDREGAL;3;126;70;180000000;1428571;-75,57532665;6,30184138;2021;4;17
171918;17-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;PEDREGAL;3;77;28;140000000;1818182;-75,57503435;6,30267419;2021;4;17
171919;17-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;PEDREGAL;3;102;32;135000000;1323529;-75,57425529;6,30121373;2021;4;17
171920;17-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;PEDREGAL;3;108;48;200000000;1851852;-75,57322526;6,30151855;2021;4;17
171921;17-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;PEDREGAL;3;119;47;170000000;1428571;-75,57165319;6,30071512;2021;4;17
171925;17-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;PEDREGAL;3;108;61;175000000;1620370;-75,57193364;6,29988402;2021;4;17
171928;17-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;CASTILLA;3;78;29;146000000;1871795;-75,57448244;6,29108662;2021;4;17
171929;17-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;LA ESPERANZA;3;103;76;146000000;1417476;-75,57621935;6,28883336;2021;4;17
171930;17-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;LA ESPERANZA;3;144;22;240000000;1666667;-75,57679014;6,28865755;2021;4;17
171937;19-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;PICACHO;1;82;38;125000000;1524390;-75,58253584;6,29973094;2021;4;19
171940;19-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;LAS ACACIAS;5;130;222;631955000;4861192;-75,60076586;6,24202959;2021;4;19
171941;19-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;LAS BRISAS;3;108;32;210000000;1944444;-75,56283038;6,31069985;2021;4;19
171944;19-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;LOS BALSOS # 1;6;100;37;540000000;5400000;-75,56407696;6,19407852;2021;4;19
171946;19-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;LAS BRISAS;3;72;72;170000000;2361111;-75,56183886;6,30886099;2021;4;19
171951;19-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;LOS NARANJOS;6;118;82;605000000;5127119;-75,55863006;6,19291108;2021;4;19
171953;19-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;FLORENCIA;3;68;36;190000000;2794118;-75,5641928;6,31045511;2021;4;19
171954;20-04-2021;VENTA           ;APARTAMENTO         ;USADO     ;MANRIQUE ORIENTAL;3;40;69;110000000;2750000;-75,54829007;6,2617608;2021;4;20
